gene_id	transcript_id	gene_name	type	strand	seqid	biotypes	description	start	end	gc	featWidth	GO BP	GO MF	GO CC
YHR198C	YHR198C_mRNA	AIM18	protein_coding	-	VIII	protein_coding	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss [Source:SGD;Acc:S000001241]	496315	497280	0.3923	966		GO:0016872	GO:0005739
YHR199C	YHR199C_mRNA	AIM46	protein_coding	-	VIII	protein_coding	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss [Source:SGD;Acc:S000001242]	497490	498422	0.4705	933		GO:0016872	GO:0005739
YHR199C-A	YHR199C-A_mRNA	NBL1	protein_coding	-	VIII	protein_coding	Subunit of the conserved chromosomal passenger complex (CPC); complex regulates mitotic chromosome segregation; not required for the kinase activity of the complex; mediates the interaction of Sli15p and Bir1p; other complex members are Ipl1p, Sli15p, and Bir1p [Source:SGD;Acc:S000029704]	498571	498859	0.455	222	GO:0007059	GO:0030674	GO:0032133; GO:0005819; GO:0005634; GO:0005737
YHR200W	YHR200W_mRNA	RPN10	protein_coding	+	VIII	protein_coding	Non-ATPase base subunit of the 19S RP of the 26S proteasome; N-terminus plays a role in maintaining the structural integrity of the regulatory particle (RP); binds selectively to polyubiquitin chains; homolog of the mammalian S5a protein [Source:SGD;Acc:S000001243]	499079	499885	0.4746	807	GO:0043248; GO:0006511; GO:0043161	GO:0031593; GO:0005198	GO:0000502; GO:0008540; GO:0005634; GO:0005829
YHR201C	YHR201C_mRNA		protein_coding	-	VIII	protein_coding	Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix [Source:SGD;Acc:S000001244]	499950	501143	0.3995	1194	GO:0006798	GO:0016462; GO:0004309; GO:0046872	GO:0005759; GO:0005829; GO:0005737; GO:0005886
YHR202W	YHR202W_mRNA		protein_coding	+	VIII	protein_coding	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole, while HA-tagged protein is found in the soluble fraction, suggesting cytoplasmic localization [Source:SGD;Acc:S000001245]	502388	504196	0.3947	1809	GO:0009166	GO:0016787	GO:0005773; GO:0005829
YHR203C	YHR203C_mRNA	RPS4B	protein_coding	-	VIII	protein_coding	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S4, no bacterial homolog; RPS4B has a paralog, RPS4A, that arose from the whole genome duplication [Source:SGD;Acc:S000001246]	504476	505530	0.4402	786	GO:0006412; GO:0002181	GO:0003723; GO:0019843; GO:0003735	GO:0005840; GO:0005622; GO:0022627
YHR204W	YHR204W_mRNA	MNL1	protein_coding	+	VIII	protein_coding	Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p, and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2, an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant [Source:SGD;Acc:S000001247]	506319	508709	0.4069	2391	GO:1904380; GO:0097466; GO:0006986; GO:1904382; GO:0036508; GO:0006491; GO:0006486	GO:0003824; GO:0004571; GO:0030246; GO:0005509	GO:0044322; GO:0005788; GO:0000139; GO:0016020
YHR205W	YHR205W_mRNA	SCH9	protein_coding	+	VIII	protein_coding	AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan [Source:SGD;Acc:S000001248]	509363	511837	0.4093	2475	GO:0047484; GO:0043619; GO:0045945; GO:0090153; GO:0001324; GO:0032880; GO:0060963; GO:0045943; GO:0035556; GO:0018105; GO:0006468; GO:0001302	GO:0004672; GO:0004674; GO:0005524	GO:0000329; GO:0005634; GO:0005737
YHR206W	YHR206W_mRNA	SKN7	protein_coding	+	VIII	protein_coding	Nuclear response regulator and transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; part of a branched two-component signaling system; required for optimal induction of heat-shock genes in response to oxidative stress; involved in osmoregulation; relocalizes to the cytosol in response to hypoxia; SKN7 has a paralog, HMS2, that arose from the whole genome duplication [Source:SGD;Acc:S000001249]	512732	514600	0.4056	1869	GO:0000160; GO:0000304; GO:1900101; GO:0043619; GO:0008361; GO:0006355; GO:0006351; GO:0006970	GO:0000156; GO:0043565; GO:0003700	GO:0005634; GO:0005829
YHR207C	YHR207C_mRNA		protein_coding	-	VIII	protein_coding	Methyltransferase involved in methylation of histone H4 Lys5, -8, -12; S-adenosylmethionine-dependent; zinc-finger protein, contains one canonical and two unusual fingers in unusual arrangements; deletion enhances replication of positive-strand RNA virus [Source:SGD;Acc:S000001250]	514905	516485	0.3827	1581	GO:0034968	GO:0008757; GO:0005515	GO:0000790; GO:0005737
YHR208W	YHR208W_mRNA	BAT1	protein_coding	+	VIII	protein_coding	Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication [Source:SGD;Acc:S000001251]	517532	518713	0.4272	1182	GO:0009099; GO:0019509; GO:0009097; GO:0009082; GO:0009098; GO:0009083; GO:0009081	GO:0003824; GO:0004084; GO:0052654; GO:0052656; GO:0052655	GO:0005759
YHR209W	YHR209W_mRNA		protein_coding	+	VIII	protein_coding	S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin [Source:SGD;Acc:S000001252]	519437	520312	0.3653	876	GO:0055088	GO:0008757; GO:0008168; GO:0003729	GO:0005737
YHR210C	YHR210C_mRNA		protein_coding	-	VIII	protein_coding	Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions [Source:SGD;Acc:S000001253]	520712	521737	0.4201	1026	GO:0033499; GO:0005975; GO:0006006	GO:0004034; GO:0003824; GO:0030246; GO:0016853	
YHR211W	YHR211W_mRNA		protein_coding	+	VIII	protein_coding	Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO5 has a paralog, FLO1, that arose from a segmental duplication [Source:SGD;Acc:S000001254]	525392	528619	0.4427	3228	GO:0036281; GO:0000501; GO:0031589; GO:0000128	GO:0005537	GO:0009277; GO:0031225; GO:0005576
YHR212C	YHR212C_mRNA		protein_coding	-	VIII	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YHR212C has a paralog, YAR060C, that arose from a segmental duplication [Source:SGD;Acc:S000001255]	537759	538094	0.3839	336			
YHR212W-A	YHR212W-A_mRNA		protein_coding	+	VIII	protein_coding	Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YHR212W-A has a paralog, YAR061W, that arose from a segmental duplication [Source:SGD;Acc:S000028650]	538742	538945	0.4167	204			
YHR213W	YHR213W_mRNA		protein_coding	+	VIII	protein_coding	Pseudogenic fragment with similarity to flocculins; YHR213W has a paralog, YAR062W, that arose from a segmental duplication [Source:SGD;Acc:S000001256]	539151	539747	0.4322	597	GO:0000128		
YHR213W-A	YHR213W-A_mRNA		protein_coding	+	VIII	protein_coding	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028651]	540549	540782	0.4017	234			GO:0016021
YHR213W-B	YHR213W-B_mRNA		protein_coding	+	VIII	protein_coding	Pseudogenic fragment with similarity to flocculins; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; YHR213W-B has a paralog, YAR064W, that arose from a segmental duplication [Source:SGD;Acc:S000028652]	540800	541099	0.4767	300			
YHR214C-D	YHR214C-D_mRNA		protein_coding	-	VIII	protein_coding	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; SWAT-GFP and mCherry fusion proteins localize to the nucleus and endoplasmic reticulum respectively; YHR214C-D has a paralog, YAR069C, that arose from a segmental duplication [Source:SGD;Acc:S000028653]	550648	550941	0.3878	294			GO:0016021
YHR214C-E	YHR214C-E_mRNA		protein_coding	-	VIII	protein_coding	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028654]	551200	551499	0.3933	300			
YHR214W	YHR214W_mRNA		protein_coding	+	VIII	protein_coding	Putative protein of unknown function; predicted to be a glycosylphosphatidylinositol-modified (GPI) protein; YHR214W has a paralog, YAR066W, that arose from a segmental duplication [Source:SGD;Acc:S000001257]	541651	542262	0.469	612			GO:0031225; GO:0005886
YHR214W-A	YHR214W-A_mRNA		protein_coding	+	VIII	protein_coding	Dubious open reading frame; induced by zinc deficiency; YHR214W-A has a paralog, YAR068W, that arose from a segmental duplication [Source:SGD;Acc:S000003535]	543008	543493	0.4712	486			
YHR215W	YHR215W_mRNA	PHO12	protein_coding	+	VIII	protein_coding	One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog, PHO11, that arose from a segmental duplication [Source:SGD;Acc:S000001258]	552099	553502	0.4231	1404		GO:0016791; GO:0003993	GO:0009277
YHR216W	YHR216W_mRNA	IMD2	protein_coding	+	VIII	protein_coding	Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation; IMD2 has a paralog, YAR073W/YAR075W, that arose from a segmental duplication [Source:SGD;Acc:S000001259]	554396	555967	0.4249	1572	GO:0006177; GO:0006183; GO:0055114; GO:0006164	GO:0003824; GO:0003938; GO:0016491; GO:0003682; GO:0046872	GO:0000785; GO:0005737
YHR217C	YHR217C_mRNA		protein_coding	-	VIII	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; located in the telomeric region TEL08R [Source:SGD;Acc:S000001260]	556581	557042	0.5195	462			
YHR218W	YHR218W_mRNA		protein_coding	+	VIII	protein_coding	Helicase-like protein encoded within the telomeric Y' element [Source:SGD;Acc:S000001261]	558014	559924	0.4547	1812		GO:0003676; GO:0005524	
YHR218W-A	YHR218W-A_mRNA		protein_coding	+	VIII	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely within telomere TEL08L [Source:SGD;Acc:S000028786]	559932	560249	0.4277	318			
YHR219C-A	YHR219C-A_mRNA		protein_coding	-	VIII	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028655]	561199	561681	0.4555	483			GO:0016021
YHR219W	YHR219W_mRNA		protein_coding	+	VIII	protein_coding	Putative protein of unknown function with similarity to helicases; located in the telomere region on the right arm of chromosome VIII [Source:SGD;Acc:S000001262]	560173	562047	0.4645	1875			
YIL001W	YIL001W_mRNA		protein_coding	+	IX	protein_coding	Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm [Source:SGD;Acc:S000001263]	353940	355481	0.3722	1542	GO:0030162; GO:0043161	GO:0031625; GO:0005515	GO:0019005
YIL002C	YIL002C_mRNA	INP51	protein_coding	-	IX	protein_coding	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth [Source:SGD;Acc:S000001264]	350591	353431	0.3721	2841	GO:0046856; GO:0015031; GO:0006897	GO:0004439; GO:0042578	GO:0030479; GO:0016020; GO:0005737
YIL002W-A	YIL002W-A_mRNA		protein_coding	+	IX	protein_coding	Putative protein of unknown function; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028835]	350301	350510	0.3905	210			
YIL003W	YIL003W_mRNA	CFD1	protein_coding	+	IX	protein_coding	Highly conserved iron-sulfur cluster binding protein; localized in the cytoplasm; forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol [Source:SGD;Acc:S000001265]	349122	350003	0.4172	882	GO:0002098; GO:0016226	GO:0051539; GO:0005524; GO:0016887; GO:0046872	GO:0005829; GO:0005737; GO:1904564
YIL004C	YIL004C_mRNA	BET1	protein_coding	-	IX	protein_coding	Type II membrane protein required for vesicular transport; required for vesicular transport between the endoplasmic reticulum and Golgi complex; v-SNARE with similarity to synaptobrevins [Source:SGD;Acc:S000001266]	347946	348505	0.3963	429	GO:0006906; GO:0006890; GO:0015031; GO:0006888	GO:0005484	GO:0000139; GO:0031201; GO:0030134; GO:0030173; GO:0005789; GO:0016021
YIL005W	YIL005W_mRNA		protein_coding	+	IX	protein_coding	ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD), member of the protein disulfide isomerase family [Source:SGD;Acc:S000001267]	345692	347797	0.3727	2106	GO:0006621; GO:0030433; GO:0006457; GO:0045454	GO:0019153; GO:0003756; GO:0051082	GO:0005789; GO:0016021
YIL006W	YIL006W_mRNA	YIA6	protein_coding	+	IX	protein_coding	Mitochondrial NAD+ transporter; involved in the transport of NAD+ into the mitochondria (see also YEA6); member of the mitochondrial carrier subfamily; disputed role as a pyruvate transporter; has putative mouse and human orthologs; YIA6 has a paralog, YEA6, that arose from the whole genome duplication [Source:SGD;Acc:S000001268]	344062	345183	0.4528	1122	GO:0035352; GO:0006850; GO:0055085	GO:0005477; GO:0051724; GO:0022857	GO:0005739; GO:0005743; GO:0016021
YIL007C	YIL007C_mRNA		protein_coding	-	IX	protein_coding	Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); non-essential gene; interacts with Rpn4p; protein abundance increases in response to DNA replication stress; ortholog of human p27 [Source:SGD;Acc:S000001269]	342994	343656	0.4057	663	GO:0070682; GO:0006511	GO:0005515	GO:0008540; GO:0005634; GO:0005829; GO:0005737
YIL008W	YIL008W_mRNA		protein_coding	+	IX	protein_coding	Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs; receives sulfur from the E1-like enzyme Uba4p and transfers it to tRNA; also functions as a protein tag with roles in nutrient sensing and oxidative stress response [Source:SGD;Acc:S000001270]	342536	342835	0.38	300	GO:0007114; GO:0002143; GO:0034227; GO:0032447; GO:0034599; GO:0001403; GO:0002098	GO:0031386; GO:0042803	GO:0005634; GO:0005829; GO:0005737
