transcript_id	gene_id	gene_name	type	strand	seqid	start	end	biotypes	gc	featWidth	description	GO BP	GO CC	GO MF
YJL199C_mRNA	YJL199C		protein_coding	-	X	59856	60182	protein_coding	0.4495	327	Putative protein of unknown function; conserved among S. cerevisiae strains, not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies; YJL199C is not an essential gene [Source:SGD;Acc:S000003735]			
YJL200C_mRNA	YJL200C		protein_coding	-	X	56444	58813	protein_coding	0.3996	2370	Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol [Source:SGD;Acc:S000003736]	GO:0019878; GO:0006099	GO:0005739	GO:0003994; GO:0051539; GO:0046872
YJL201W_mRNA	YJL201W		protein_coding	+	X	54379	56178	protein_coding	0.3667	1800	Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p [Source:SGD;Acc:S000003737]	GO:0043087; GO:0007165; GO:0071555	GO:0005737	
YJL202C_mRNA	YJL202C		protein_coding	-	X	53943	54290	protein_coding	0.3736	348	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 3' end of essential PRP21 gene encoding a subunit of the SF3a splicing factor complex [Source:SGD;Acc:S000003738]		GO:0016021	
YJL203W_mRNA	YJL203W	PRP21	protein_coding	+	X	53341	54183	protein_coding	0.3832	843	Subunit of the SF3a splicing factor complex; required for spliceosome assembly [Source:SGD;Acc:S000003739]	GO:0006396; GO:0000389; GO:0000381; GO:0000398	GO:0071004; GO:0005686; GO:0071013	GO:0003723
YJL204C_mRNA	YJL204C		protein_coding	-	X	50629	53151	protein_coding	0.331	2523	F-box protein involved in recycling endocytosed proteins; involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth; direct interaction with C-terminal cytoplasmic region of Drs2p plays an important role for Drs2p function in endocytic recycling pathway [Source:SGD;Acc:S000003740]	GO:0032456; GO:0048278; GO:0034498; GO:0006893; GO:0015031; GO:0006897; GO:0006887	GO:0000145; GO:0051286; GO:0005768; GO:0005935; GO:0005794; GO:0005829; GO:0005737; GO:0030427	GO:0000149
YJL205C_mRNA	YJL205C	NCE101	protein_coding	-	X	50139	50443	protein_coding	0.4259	162	Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol [Source:SGD;Acc:S000003742]	GO:0009306	GO:0016021	
YJL206C_mRNA	YJL206C		protein_coding	-	X	47659	49935	protein_coding	0.383	2277	Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment [Source:SGD;Acc:S000003741]	GO:0061414; GO:0006355; GO:0006351	GO:0005634	GO:0000981; GO:0000978; GO:0003677; GO:0008270
YJL207C_mRNA	YJL207C		protein_coding	-	X	41389	47433	protein_coding	0.3481	6045	AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene [Source:SGD;Acc:S000003743]	GO:0042147; GO:0015031; GO:0008104	GO:0005794; GO:0005829	
YJL208C_mRNA	YJL208C		protein_coding	-	X	40194	41183	protein_coding	0.4	990	Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG [Source:SGD;Acc:S000003744]	GO:0006308; GO:0006309; GO:0006915; GO:0006401; GO:0006310	GO:0005634; GO:0005743	GO:0004529; GO:0004540; GO:0016787; GO:0004520; GO:0003676; GO:0046872
YJL209W_mRNA	YJL209W		protein_coding	+	X	38005	39969	protein_coding	0.371	1965	Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress [Source:SGD;Acc:S000003745]	GO:0000958; GO:0009060; GO:0006397	GO:0031314; GO:0005739	GO:0003729
YJL210W_mRNA	YJL210W	PEX2	protein_coding	+	X	36919	37734	protein_coding	0.4681	816	RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import [Source:SGD;Acc:S000003746]	GO:0016558; GO:0000209	GO:1990429; GO:0005778	GO:0004842; GO:0046872
YJL211C_mRNA	YJL211C		protein_coding	-	X	36757	37200	protein_coding	0.482	444	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2 [Source:SGD;Acc:S000003747]			
YJL212C_mRNA	YJL212C	OPT1	protein_coding	-	X	33850	36249	protein_coding	0.4242	2400	Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family [Source:SGD;Acc:S000003748]	GO:0006790; GO:0006857; GO:0015031; GO:0055085	GO:0005887	GO:0005427; GO:0035673
YJL213W_mRNA	YJL213W		protein_coding	+	X	32163	33158	protein_coding	0.4227	996	Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p [Source:SGD;Acc:S000003749]	GO:1901575		GO:0016787; GO:0016810
YJL214W_mRNA	YJL214W		protein_coding	+	X	26887	28596	protein_coding	0.4088	1710	Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose [Source:SGD;Acc:S000003750]	GO:0008645; GO:0055085; GO:0046323	GO:0016020; GO:0005886; GO:0016021	GO:0022857; GO:0005215; GO:0005353; GO:0005351; GO:0015578; GO:0005355
YJL215C_mRNA	YJL215C		protein_coding	-	X	26412	26771	protein_coding	0.4389	360	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003751]			
YJL216C_mRNA	YJL216C		protein_coding	-	X	24341	26086	protein_coding	0.4066	1746	Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro [Source:SGD;Acc:S000003752]	GO:0005975; GO:0000023; GO:0046352		GO:0003824; GO:0004574
YJL217W_mRNA	YJL217W		protein_coding	+	X	23133	23729	protein_coding	0.4288	597	Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle [Source:SGD;Acc:S000003753]		GO:0005737	
YJL218W_mRNA	YJL218W		protein_coding	+	X	21973	22563	protein_coding	0.3926	591	Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene [Source:SGD;Acc:S000003754]			GO:0008870; GO:0016740; GO:0016407
YJL219W_mRNA	YJL219W		protein_coding	+	X	19497	21200	protein_coding	0.439	1704	Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p [Source:SGD;Acc:S000003755]	GO:0008645; GO:0055085; GO:0046323	GO:0016020; GO:0005886; GO:0016021	GO:0005354; GO:0022857; GO:0005215; GO:0005353; GO:0005351; GO:0015578; GO:0005355
YJL220W_mRNA	YJL220W		protein_coding	+	X	18243	18695	protein_coding	0.4106	453	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2 [Source:SGD;Acc:S000003756]		GO:0016021	
YJL221C_mRNA	YJL221C	IMA4	protein_coding	-	X	16767	18536	protein_coding	0.4288	1770	Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima4p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA3 [Source:SGD;Acc:S000003757]	GO:0005975; GO:0000023; GO:0046352	GO:0005737	GO:0003824; GO:0004575; GO:0004574
YJL222W-A_mRNA	YJL222W-A		protein_coding	+	X	9452	9679	protein_coding	0.4167	228	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028663]			
YJL222W-B_mRNA	YJL222W-B		protein_coding	+	X	9346	9483	protein_coding	0.3986	138	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000028664]			
YJL222W_mRNA	YJL222W		protein_coding	+	X	11475	16124	protein_coding	0.3852	4650	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting [Source:SGD;Acc:S000003758]	GO:0006896; GO:0006623	GO:0005794; GO:0016021	GO:0005048; GO:0000166; GO:0005515
YJL223C_mRNA	YJL223C		protein_coding	-	X	8776	9138	protein_coding	0.4904	363	Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p [Source:SGD;Acc:S000003759]	GO:0006950		
YJL225C_mRNA	YJL225C		protein_coding	-	X	466	6130	protein_coding	0.4527	5277	Putative Y' element ATP-dependent helicase [Source:SGD;Acc:S000003760]			GO:0004386; GO:0005524
YJL225W-A_mRNA	YJL225W-A		protein_coding	+	X	829	1311	protein_coding	0.4513	483	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C [Source:SGD;Acc:S000028665]		GO:0016021	
YJR001W_mRNA	YJR001W		protein_coding	+	X	436802	438610	protein_coding	0.4174	1809	Vacuolar transporter; imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters [Source:SGD;Acc:S000003761]	GO:0003333; GO:0015824; GO:0006865; GO:0007034	GO:0000324; GO:0000329; GO:0016021	GO:0015186; GO:0015188; GO:0005302
YJR002W_mRNA	YJR002W		protein_coding	+	X	438865	440646	protein_coding	0.3945	1782	Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p [Source:SGD;Acc:S000003762]	GO:0000472; GO:0000480; GO:0000447; GO:0006364; GO:0031167	GO:0034457; GO:0005732; GO:0032040; GO:0005654; GO:0005634	GO:0042802
YJR003C_mRNA	YJR003C		protein_coding	-	X	440994	442553	protein_coding	0.3455	1560	Protein that associates with mitochondrial ribosome; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis [Source:SGD;Acc:S000003763]		GO:0005739	
YJR004C_mRNA	YJR004C	SAG1	protein_coding	-	X	442909	444861	protein_coding	0.3968	1953	Alpha-agglutinin of alpha-cells; binds to Aga1p during agglutination, N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin, C-terminal half is highly glycosylated and contains GPI anchor [Source:SGD;Acc:S000003764]	GO:0007155; GO:0000752	GO:0009277; GO:0031225; GO:0005576	GO:0050839
YJR005C-A_mRNA	YJR005C-A		protein_coding	-	X	448477	448758	protein_coding	0.4433	282	Protein with a potential role in response to iron deprivation; transcription increases during iron deprivation and during treatment with 2-(6-benzyl-2-pyridyl)quinazoline (BPQ) and copper; regulated by Aft1p and, to a lesser extent, by Aft2p; originally identified as a syntenic homolog of an Ashbya gossypii gene; localizes to nucleus and cytoplasm, and nuclear localization is enhanced under iron-replete conditions [Source:SGD;Acc:S000028523]	GO:0055072	GO:0005634	
YJR005W_mRNA	YJR005W	APL1	protein_coding	+	X	445923	448025	protein_coding	0.368	2103	Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex [Source:SGD;Acc:S000003765]	GO:0015031; GO:0006897; GO:0006886; GO:0016192	GO:0030139; GO:0030122; GO:0030117	GO:0030276
YJR006W_mRNA	YJR006W	POL31	protein_coding	+	X	449202	450665	protein_coding	0.3921	1464	Subunit of DNA polymerase delta (polymerase III); essential for cell viability; involved in DNA replication and DNA repair; forms a complex with Rev3p, Rev7p and Pol32p; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000003766]	GO:0090305; GO:0006278; GO:0043137; GO:0006298; GO:0006272; GO:0006260; GO:0006273; GO:0006301; GO:0006289; GO:0006284	GO:0043625; GO:0005634; GO:0005829	GO:0003887; GO:0003677
YJR007W_mRNA	YJR007W		protein_coding	+	X	451020	451934	protein_coding	0.3694	915	Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003767]	GO:0006413; GO:0001731	GO:0005850; GO:0033290; GO:0005851; GO:0005840; GO:0010494; GO:0043614	GO:0003676; GO:0043022; GO:0003743; GO:0003723
YJR008W_mRNA	YJR008W		protein_coding	+	X	452430	453446	protein_coding	0.4041	1017	Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility [Source:SGD;Acc:S000003768]	GO:0032886	GO:0005634; GO:0005737	
YJR009C_mRNA	YJR009C	TDH2	protein_coding	-	X	453683	454681	protein_coding	0.4695	999	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication [Source:SGD;Acc:S000003769]	GO:0072593; GO:0006915; GO:0006094; GO:0006096; GO:0006006; GO:0055114	GO:0009277; GO:0005811; GO:0005739; GO:0005829	GO:0004365; GO:0016620; GO:0050661; GO:1990841; GO:0051287
YJR010C-A_mRNA	YJR010C-A		protein_coding	-	X	458077	458361	protein_coding	0.3789	285	Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003770]	GO:0006465; GO:0045047	GO:0005787; GO:0030176; GO:0016021	GO:0008233
